iterations,fitness,time taken,time since start,fitness array
510,28.1666666667,0.06,45.281952142715454,[28.166666666666668]
511,32.8333333333,0.06,45.36767911911011,[32.833333333333336]
512,31.5,0.06,45.45942401885986,[31.5]
513,32.3333333333,0.05,45.54164147377014,[32.333333333333336]
514,29.0,0.06,45.63940167427063,[29.0]
515,29.6666666667,0.06,45.72864007949829,[29.666666666666668]
516,32.5,0.06,45.8198823928833,[32.5]
517,30.5,0.07,45.921151876449585,[30.5]
518,33.0,0.06,46.0063796043396,[33.0]
519,30.1666666667,0.06,46.09661912918091,[30.166666666666668]
520,30.6666666667,0.06,46.175830125808716,[30.666666666666668]
521,30.8333333333,0.06,46.260555028915405,[30.833333333333332]
522,29.5,0.05,46.34026765823364,[29.5]
523,33.0,0.07,46.433013677597046,[33.0]
524,32.3333333333,0.06,46.52024698257446,[32.333333333333336]
525,31.6666666667,0.06,46.60747790336609,[31.666666666666668]
526,30.0,0.06,46.693708181381226,[30.0]
527,29.6666666667,0.06,46.78294563293457,[29.666666666666668]
528,31.3333333333,0.06,46.874691009521484,[31.333333333333332]
529,31.6666666667,0.05,46.95640683174133,[31.666666666666668]
530,29.5,0.06,47.05366539955139,[29.5]
531,30.3333333333,0.07,47.154935359954834,[30.333333333333332]
532,31.8333333333,0.14,47.35045671463013,[31.833333333333332]
533,33.0,0.06,47.43467926979065,[33.0]
534,27.3333333333,0.06,47.51590442657471,[27.333333333333332]
535,30.0,0.06,47.60012149810791,[30.0]
536,34.0,0.06,47.6863489151001,[34.0]
537,32.0,0.06,47.7745840549469,[32.0]
538,33.5,0.06,47.86432409286499,[33.5]
539,31.3333333333,0.05,47.956568002700806,[31.333333333333332]
540,28.8333333333,0.05,48.044803619384766,[28.833333333333332]
541,31.6666666667,0.06,48.14105987548828,[31.666666666666668]
542,31.0,0.07,48.25436210632324,[31.0]
543,28.1666666667,0.06,48.34510278701782,[28.166666666666668]
544,33.5,0.06,48.42782998085022,[33.5]
545,28.6666666667,0.05,48.50954008102417,[28.666666666666668]
546,30.6666666667,0.06,48.59329867362976,[30.666666666666668]
547,29.5,0.06,48.67748689651489,[29.5]
548,30.5,0.06,48.76923060417175,[30.5]
549,30.6666666667,0.06,48.858969926834106,[30.666666666666668]
